이서원은 검찰행 김동준은 어바웃타임 촬영 같은 날 다른 운명,에휴.... 한심한 놈. 그 외모와 연기력 가지고 똑바로 행동했으면 박보검을 이을 차세대 배우가 됬을텐데.... 지 복을 지가 차버렸네.,none,hate,허... 애처로운 남자다. 외모와 연기력으로 똑바로 행동했다면 박보검을 성공시킬 차세대 배우가 그곳에 있었을 것이다. 나는 옷을 잃었다
미소가 닮았네 이승기X류이호 첫 한예능 호흡 어떨까,류이호 잘생겼네,none,none,류씨는 잘생겼다.
잔나비 측 SBS 보도 사실무근 허위사실 유포 법적 강력조치,홧팅~잔나비~!!오늘 공연도 무사히~!!,none,none,잔나비! 오늘 공연은 안전하다!
나혼자산다 이시언의 엉망진창 집들이 청결 황태자 황민현,이번편이 제일 재미 없었음.,none,none,이 에피소드는 가장 지루했다
피소 김정훈 사생활 논란 김진아 의미심장 심경 차라리 다행,김정훈 꽃뱀한테 물린느낌? 계획된 임신도 아니고 대체 뭘 책임지라는거지? 애를 빌미로 보증금 요구? 웃기는 짬뽕,gender,hate,김정훈이 꽃뱀에게 물리는 것에 대해 어떻게 생각하십니까? 그는 계획된 임신이 아니라 무엇을 담당하고 있는가? 아이가 보증금을 요청한 건가요? 재미있는 장난감
한예슬 코 피어싱 본 BTS 정국 반응에 갑론을박,어린시절 가정교육 못 받은 애들은 절대 그 본성을 숨길수없지,others,hate,집에서 교육을 받지 못한 아이들은 결코 자연을 숨길 수 없다
이지훈 99억의 여자 출연 오나라와 부부 호흡,이건 또 조용하네 언냐들 ㅋ 일관성있게 조용하던가 그러니 페미는 정신질환 소릴듣는거지,gender,hate,이것은 또 조용하다 그녀는 여전히 조용해서 정신질환을 앓고 있다
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,드라마나 민폐없이 찍으세요 모델 한예슬씨. 지금 당신의 심정이 당시 스탭들 심정이겠죠?,none,hate,드라마나 어려움 없이 사진을 찍는 모델 한예슬이다. 당시 직원들에게 분위기가 느껴지나요?
장동건 고소영 생일 꽃다발 받고 환한 미소 여신 미모,왠지 사랑없는 결혼생활일거 가틈,none,hate,사랑 없는 결혼이라는 시대
냉부해 한상진 47kg 감량 꾸준히 1일 1식 감동적인 요리 감사,코재 꼰대섺꺄 55살 밖에 안처묵고 반말 찍찍하고 ㅉㅉ 뭉쳐야산다 덕에 방송가 기웃거리다 훅간다. 예의없는 음주운전 5회이상한 쑤랙이ㅉㅉ,others,hate,55세에 불과한 고재 덕분에 조용히 지내고 반시즌을 보내며 함께 살고 있다. 예고되지 않은 5회 음주운전
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,수술당일 사과와 보상 약속 했다는데... 의사편 아니구요.. 병원에서 막무가내로 나온게 아니라 사과+보상 약속했다면 공개적으로 망신주는거 괜찮은건가요..,none,none,수술 당일 사과와 보상을 약속했다. 그런데...。 난 의사가 아니야. 병원에서 나오는 대신 사과+보상을 약속했다면 공개적으로 수치심을 느끼는 것은 괜찮다.
악플이 만든 안타까운 죽음 고 유니 스물여섯에 멈춰 있는 여리고 이쁜 별,여자들이 80프로잉 악플 남자는 여자욕 안해,gender,hate,여성들은 80명의 전문 남성에게 욕을 하지 않는다
나래 잘해줘 나혼자산다 기안84 박나래 쌈디 깔끔하게 인정,저 셋 케미 좋다 ㅋㅋㅋㅋㅋㅋ,none,none,그 세 사람은 화학이 좋다
유상무 김연지 나만 보는 사람 내가 잘할게,부인이 참 이쁘네,none,none,네 아내는 정말 귀엽다
한서희 셔누 불륜 폭로 몬스타엑스 측 해당 여성 결혼한줄 몰라 해명,셔누가 무슨 잘뭇했나요? 결백하다...,none,none,샤윈은 뭐가 잘 됐어? 그것은 무고하다
고 차인하 꽃길 앞두고 갑작스러운 죽음 베르테르 효과 우려까지,문재앙놈 땜에 애꿎은 젊은이들만 희생을 당하네~~~,others,hate,문재앙으로 고통받고 있는 청년들만이 희생된다.
팀 편히 잠들길 28세 아비치 요절 슬픔에 빠진 해외,미안한데 edm 10년동안 들었지만 누군지 모름티에스토나 폴반 야할은 아는데,none,hate,"미안하지만 10년 동안 에담을 들은 적이 있지만 누구인지, 누군지 알고 있다."
정우성 SKY 캐슬 염정아 꽃 비유 사과 스스로 성찰하겠다.,쿵쾅이들이 문제지. 쿵쾅이들포함 프로 불편러들은 그 어떤 판단도 하지말고 아가리닫고살아라.,gender,hate,그 폭탄들은 문제다 노크를 하는 사람들을 포함한 전문가들은 아무런 판단도 하지 않는다
키스신 보고 맥주 드링킹 김소연 이상우 알콩달콩 럽스타그램,서로 마주보고만 있어도 좋겠다~ 눈앞에 김소연이~눈앞에 이상우가 있으니,none,none,나는 서로 마주하고 싶을 뿐이다 김소연이 바로 앞에 있다.
날보러와요 도시어부 마이크로닷 후폭풍 일단 정상방송,마이크로 닷이 무슨 죄냐?이제 떴는데 안타깝다.연예인으로 뜨는건 복권당첨과 비슷하다던데..안타깝다.,none,none,마이크로닷 탓이 뭐야? 지금 떠나서 미안해요. 연예인으로서 복권을 따는 것과 비슷하다. 그렇게 생각했어요. 미안해.
아오이 유우 야마사토 료타 초고속 결혼 한 일 쏟아지는 관심,둘다 누군지도 모르지만 일본 연예게에 관심도 전혀 없음..,none,hate,둘 다 누구일지 모르지만 일본 연예에는 관심이 없다.
정경호는 아들 정을영 박정수 10년째 연애만 하는 이유,와 멋지다 잘하시는 겁니다,none,none,멋지다. 잘 지내고 있어
그것이 알고싶다 승리 버닝썬 성접대 린사모 시청률 대폭발 11 2,그알 특징 : 내용은 다 아는거 짜깁기 수준이고 의혹만 남발함,none,none,"by the productions, and that of this sulless."
산다라박 박봄 근황 사진 보더니 내 생각해 여전한 우정,이제 또 조형물에 올라갔다고 어쩌고저쩌고 말 나오겠네,none,none,내가 왜 다시 조각품에 오르는지 말해줄게
모델 출신 배우 김민승 어제 발인 향년 45세,누군지도 모르지만 옛다 관심 !,none,none,누구인지 모르겠지만 관심이 많아!
김병옥 복귀 앨리스 출연 김희선과 부녀 호흡,이건 아니지싶은데요 자숙기간이 너무 짧아보이네여..,none,none,그렇게 생각하지 않지만 머물 시간이 아주 짧은 것 같다.
김규종 사과에도 비난 계속 되는 이유 여자친구 공개 일여행 팬선물 인증,일본에서 그냥 살아라국적 옮겨라,others,hate,그냥 일본에서 이사하세요.
이휘재 문정원 아들 서언 수줍은 상의 탈의 그새 또 폭풍성장,이휘재 젊었을때랑 똑같네,none,none,이희재가 어렸을 때와 마찬가지다.
원더걸스 출신 선예 연예계 복귀 새 소속사 찾았다.,선예 복귀가 무슨 죄도아니고 싫으면 넘어가지 굳이 악플다는 수준은 ... ? 팬들은 좋다고 환영하는데 왜 팬도아닌사람들이 원걸핑계대면서 까는거지 ㅋㅋㅋㅋㅋㄱ 싫으면 댓글달지말고 꺼져,none,hate,"선예에게 돌아가는 죄는 무엇인가, 그게 싫으면 어떤 죄인가? 팬들은 좋은 일로 환영하지만 팬들이 원걸 핑계를 대지 않는 이유는 무엇일까? 좋아하지 않으면 그것에 대해서는 언급하지 마세요"
정우성 난민 관심 촉구 윤서인 저격 개념 배우NO 논란중,친선대사도 중졸에게는 시키지말자.,others,hate,우호적인 대사가 중학교 졸업생에게 그렇게 하지 않도록 하자
독보적인 소화력 한예슬 핑크빛 염색 후 여신 미모 발산,남자 하나 잘 물은 에이급 술집언니같아. 나두 진심으로 키가 컸으면 호스트하겠다. 얼굴은 마츠모토준 황찬성 닮았다고들 그러네.,gender,hate,"나는 좋은 남자인 A급 술집 여동생이라고 생각한다 내가 정말 키가 크면 진행자가 될 거야 황찬성, 마쓰모토준 같은 얼굴이 보인다."
제3의 매력 서강준X이솜 서로의 이혼 결혼 소식 알았다.,작가님 제발 진짜 중간에 어떻게 전개 하시든지 마지막엔 민순경이랑 온준영이 잘되게 해주세요...,none,none,민순경과 온준영이 이야기의 중간에서 어떻게 발전해도 결국 잘 하도록 해 주시기 바랍니다.
새로운 시작 2018 남북정상회담 연예계 들도 응원 감격,새로운시작을 가장한 신적폐 문재인,others,hate,새로운 스타트맨 문재인
호텔 델루나 여진구 이도현 배웅하러 간 이지은 향한 그리움 빨리 와요,아 진짜 개노잼 홍자매야 왜 예전 환상커플 마이걸 요런 드라마 못 만드냐?,others,hate,내 소녀 요르단의 오래된 판타지 커플을 왜 만들지 못하니?
로버트 할리 마약혐의 체포 라스 편집 해투 다시보기 중단,이정부 내내 조용하다가 버닝썬터지니 마약사범줄줄이 터지네?,others,hate,이 정부 내내 조용히 지낸 뒤 버닝썬이 폭발하면서 마약 범죄자들의 줄이 터졌다.
장성규 측 마리텔2 생방 중 사고 어지러움증 있지만 호전된 상태,그냥 ㅂㅅ,none,hate,그저 트윈
나혼자 산다 金 독보적 1위 화사 전현무 이시언 기안84 웃음 폭탄,어제보면서 한혜진전현무 불편햇던게 나뿐이아니엿구나,none,none,어제 한혜진의 시사에 불편했던 사람은 나뿐만이 아니다.
소녀시대 포에버 티파니X서현 잊지않고 챙긴 Oh GG,컴백해봤자 어차피 현재 걸그룹 원탑은 트와이스임 소시도 앞으로 원탑 트와이스한테 선배대우 깎듯이 해라,others,hate,나는 돌아왔다 어쨌든 걸그룹의 원톱은 트와이스 소시 역시 원톱 트라이스의 선배처럼 대접받아야 한다.
이혼 소송 청구 기각 불륜남 홍상수 감독 아내와 이혼 못한다.,간통죄 폐지다 고로 법적으로 홍상수랑 김민희 사귀는건 아무런 결격사유가 없다...한번 사는인생 사랑하는 사람이랑 사겨야지 자식있다고 의무감으로 부인이랑 살 필요없다고 본다...난 홍상수 이해한다,none,hate,간통의 폐지 홍상수와 김민희의 법적 관계에는 이유가 없다. 아내와 아이가 있거나 한 번 사랑하는 사람과 함께 살아야 하는 의무감을 갖고 살 필요가 없다고 생각한다. 홍상수를 이해한다.
신성일 폐암 3기 투병 별세 오보 현재 위독,오늘안에 간다에 내 손모가지건다,none,none,오늘 갈게요. 손을 잡을게요.
VIP 장나라 이상윤X표예진 불륜 블랙박스 영상에 오열 가지 마세요,쿵쾅이들 열폭하는거 보니 웰메이드 드라마가 확실하네,gender,hate,호황을 보면 잘 만들어진 드라마라고 확신합니다.
엄태웅 윤혜진 딸 엄지온 벌써 초등학생 징그럽게 커버렸네,어머나~ 벌써 이케컸네요~~ 어머 어쩜 고모 이쁜것만 닮은것같아요~~^^ 사랑스럽네요~^^,none,none,"오, 맙소사, 넌 이미 멋지다 오, 하나님, 내 이모와 똑같이 보이는 것 같아요.~^^ 너 사랑스럽다~^^"
그들만의 세상 홍상수 김민희 새해데이트에 반응싸늘,홍상수♥김민희 알콩달콩 이쁜사랑하세요 ㅎㅎ 두분의 사랑을 응원합니다 ㅎㅎ,none,none,"사랑하는 홍상수, 김민희, 달콤하고 달콤한 모습이 담겼다. 네 사랑을 응원한다"
눈물사죄했던 정준영 또 죄송한 척 휴대전화 초기화 증거인멸,마 고마해라 자슥들아. 자살이라도 해야 직성이 풀리겠냐?니들은 얼마나 깨끗하냐. 똑같은 늑대본성들 가지고 있으면서.,gender,hate,감사합니다. 스스로 죽여야 하나요? 얼마나 깨끗하니? 늑대의 성격이 같다
배우 이필립 SNS 스타 연인에게 초호화 프러포즈 눈길,뭐 성형이야 지가 좋으면 하는거라치고 2캐럿 다이아 3캐럿 4캐럿... 살아봐라 다 부질없다.,others,hate,"어떤 성형 수술이요? 종이 한 조각을 원한다면 2캐럿 다이아몬드와 3캐럿, 4캐럿 등이 있을 것이다. 그것은 모두 거짓말이다"
복면가왕 라이언 레이놀즈 떴다 예원 한해 탈락,난 첨부터 예원 응원했음~ 예원 응원하는 사람들 많으니까 화이팅!! (악플다는애들은 소수고 인생낭비자들이니 신경쓰지마삼),none,none,그때부터 정원을 응원해 왔어요~ 정원에 응원하는 사람들이 많아요! (소수 고등학교에서 생활을 낭비하기 때문에 나쁜 아이들을 걱정하지 마세요)
손승원 음주사고 무면허 뺑소니 의혹 윤창호법 적용 첫 연예인,누군지는 모르겠지만 이런 식으로 얼굴 알리는 건 별로다.,none,hate,누군지 모르겠지만 이렇게 얼굴을 알리기가 쉽지 않다.
톱스타 유백이 김지석 전소민 공개연애 결혼 해피엔딩,아따 남보라 겁나게 이뻐버리네,none,none,나는 남자가 되기가 너무 무서워
소유진 얼굴은 안보이고 음식만 백종원 아내답네,누가좋아한다고 이런기사냐 경제도 어려운데 취집잘가 호강하는거 전국민이 다아니까 그만 이런기사 그만해라 지겹다,gender,hate,누가 좋아하는지는 경제가 말하기 어렵지만 이 기사를 멈추는 것은 흡수가 강한 전국이기 때문에 지루하다.
나혼자 산다 金 독보적 1위 화사 전현무 이시언 기안84 웃음 폭탄,전현무 넘싫음..여친이 야구선수만 주구장창 만나왔으니..본인체력 딸려서 개고기먹는 전현무극혐..미식회나와서 개고기극찬..노견 또또대하던 태도랑 이중적..,none,hate,나는 전현무가 싫다. 그의 여자친구가 야구선수를 만난 이후로는 체력으로 개고기를 먹는 전현무가 식당에서 나와 반려견 고기와 그의 태도와 이중성을 칭찬했다.
이던 계약해지 43kg 체중 현아의 모든 것이 핫이슈,역시 관종이야.,none,hate,그것도 서식지다
이채은과 결혼 생각 오창석 밝힌 공개연애 13살차 스킨십연기,쇼 끝은없는거야,none,none,그 쇼는 끝이 없다
농염주의보 박나래 격정멜로 간절한 러브콜 전라노출 가능,박나래 까지마 ㅡㅡ,none,none,박나래에게 가지 마
조인성에 장나라까지 뉴논스톱 멤버들 전격 재회,조인성 지금 영화로 가루가되게 까이고 있는데. 그냥 멜로 드라마나 찍고 광고나 해라,none,hate,조인성은 이제 그 영화에 먼지를 뿌리고 있다. 멜로를 찍거나 광고를 하세요
월드와이드 방탄소년단 대기록의 시작,솔직히 음악성으로만 따지면 빅뱅한테 한참 밀리는게 팩트인것 같아,others,hate,솔직히 한동안 빅뱅으로 돌아가는 게 사실이라고 생각한다.
디스패치 측 장나라 김남길 결혼 기사 보도NO 조작된 것,디패 추가공식입장내길바란다 저렇게 무성의하게 조작됐고 아는바없다만 올리지말고..내부든 외부든 누가조작했는지 밝혀내겠다 혼선드려 죄송하다 두사람에게 사과한다 등 내야하는거 아닌가,none,none,"디파에 대한 추가 공식 입장을 밝히고 싶지만, 조작이 너무 순조롭고 아무것도 모르지만 업로드하지 마세요. 누가 누구를 조작했는지, 안팎에 있는지 알아내는 것을 혼란스럽게 생각해서 미안하지만 두 사람에게 사과드립니다."
효리네 민박2 소길리 음악감상실 오픈 윤아는 왜 울었나,담배피는 여자연예인들 아갈똥네,gender,hate,담배는 여성 연예인들에게 아주 좋은 것이다
워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,강대니엘+박지훈+웅성우특히 강대니엘. 전국민이이미알고있다,none,hate,"강다니엘 + 박지훈 + 홍성우, 특히 강대니얼이 있다. 전국이 이미 알고 있다."
불후 양동근 4연승 포르테 디 콰트로 꺾고 최종우승,럴수럴수 이럴수!구리구리 양동근ㅋ축하합니다ㅎㅎ,none,none,"젠장! 양동근, 구리구리 등을 축하드립니다."
한혜진 전현무와 결별 후 밝은 모습 인생술집 고마워요,"전현무는 인생선택을 한 것임. 신동엽과 헤어진 이소라 처럼, 전현무는 앞으로 전문직 여성 만나 잘 살거고, 한혜진은 이소라 꼴 낫거임. 나이든 상폐녀가 연하남 만난다는 자랑이나 하며, 추하게 늙어갈 운명.",gender,hate,"전현무가 인생의 선택을 했다. 신동엽과 헤어진 이소라와 마찬가지로 앞으로 전현무가 프로 여성을 만나 잘 살게 되고, 한혜진은 이슬라처럼 더 나아질 것이다. 노인이 젊은 남자를 만나는 것은 자랑스럽고, 노인을 키우려는 운명이다."
실제 노팅힐 동상이몽2 신영수 동료들 안믿었던 한고은,한고은은 지금의 남편보다 god 박준형이 더 잘 어울렸어.,none,hate,한고은은 지금 남편보다 굿박준형에게 더 잘 어울렸다.
강용석 임블리 동거 빚투 의혹 제기 임지현 남편 반박에 재반박,에구 절대 말 썩어서 득이 없는 인간을 대하는 임블리 힘내세요.,none,none,"에구, 썩는 것이 결코 좋지 않은 남자를 대하는 데 최선을 다한다."
한혜진 전현무와 결별 후 밝은 모습 인생술집 고마워요,이 OOO은 볼때마다 재수대가리가 없어 퉷 ㅈ같ㅇㄱ 생겨갖고,none,hate,이 OOO는 매번 볼 때마다 운이 별로 없기 때문에 여자처럼 보일 것이다.
원스픽쳐 피해 고소 vs수지 사과한다 논란의 5일 타임라인,개 ㅂㅅ 괜히 지들이랑 종족 같은애들 욕하니가 괜~~~~ 히 수지 물고 늘어지졍~? ㅋㅋㅋㅋ,gender,hate,"강아지와 가족처럼 맹세하는 것은 괜찮지만, 괜찮아~~~~ 희수주주주수지?"
이순재 고 신성일 너무 일찍 갔다 후배들에 좋은 교본될 것,유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.,none,none,유튜브의 활력 텔레비전이 신성일을 방어하는 영상을 확산시켰다. 나는 이 악당으로 고소당했다 국수
윤여정 이서진은 깍듯 이승기는 열정 박서준은 열심,서진이는 효리 승기는 윤아 서준이는 누구랑 만났냐,none,hate,서진은 효리의 승리에서 윤아 서준이 만난 사람을 만났다.
슈돌 뉴이스트 민현 렌 등장 라임이의 뜨거운 시선 폭소,황민현 예능 나들이 늘 환영해요! 스윗한 황민현 너무 좋아요,none,none,황민현은 항상 예능 프로그램에 환영받는다! 정상에 오른 황민현이 좋다.
고 김재근 4월 교통사고로 사망 아내 따라 하늘로,y2k 고재근 선생인 줄 만 알았다^^,none,none,당신이 Y2k 고재근이라고 생각했어요.^^
황후의 품격 신성록 장나라에 포옹 최진혁 모발견 오열,막장도 너무 막장이더라. 주동민 같은 트렌디한 피디가 연출 안했다면 욕 엄청 먹었을 드라마 같네요. 피디가 아까움.,none,hate,커튼이 너무 가까웠다 주동민 등 트렌디한 PD가 제작하지 않았다면 끔찍한 드라마였을 것이다. PD에 대해 죄송합니다.
유혜주 톱스타도 울고갈 핫한 결혼발표 얼짱 정준영 훈남신랑,예쁘면 잘생긴 남자 만날 자격있지 암 ㅎㅎ,gender,hate,예쁘다면 잘생긴 남자를 만날 자격이 있다 암 발작
뉴스룸 오달수 성추행 주장 A씨 성추행 아닌 성폭행 눈 하나 깜짝 안 하더라,"그니까 여관에 왜가? 모텔갔던 내 썸녀, 전 애인들 나 고발하겠네?",gender,hate,그럼 왜 그 여관에 가니? 모텔과 전 여자친구를 찾은 내 여자애?
박유천 극과 극 모습,정말 잘가요~ 더이상 보고싶지않아요,none,hate,난 너를 더 이상 보고 싶지 않아
복면가왕 카오스 정체는 박남정 딸 박시은 깜짝,초중등생때부터 박남정이 데리고 방송출연 시키더니 슬슬 제대로 활동하려고 하나보네,none,none,"박남정이 초등학교와 중학교 때부터 나를 쇼에 데려갔는데, 제대로 일하려고 하는 것 같다."
역할 몰입해 실수 김정현의 무표정 논란 시간 만이 답,표정도맘대로못하나 한국이란 쯧쯧,others,hate,한국은 그 표현을 좋아하지 않지만 한국이라고 불린다.
최준희 1주년 기념 사진인데 셀프 웨딩화보로 오해 받아,아직도 죽은 엄마 팔아먹어 관심 받으려고 하는 관종이네...,none,hate,너는 아직도 죽은 어머니를 팔아서 주목받으려고 노력하고 있다
알함브라 박신혜 현빈과 서울서 재회 찬열 실종 확인했다.,박신혜 저 청순한척 울상 연기 지겹다 그리고 동생이 없어졌는데 찾으 생각도 안하고 남자 만나러 서울로 오나,none,hate,박신혜는 울고 동생이 사라지는 것에 지쳐 있지만 생각조차 하지 않아 남자를 만나러 서울에 온다.
성형 NO 체중 붓기 박정아 출산 11일차 동안 미모 가 빚은 해프닝,아니 성형을 했으면 또 왜?하 김치년들 진짜 느그도 성형좀 해라.못봐줄정도니까,gender,hate,다시 성형수술을 하지 않겠어요? 김치 나이 드신 김치는 왜 정말 만들어요? 보이지 않는다
강아지 키울 시간에 박환희 도넘은 욕설 악플러 공개 처형,한심하네 애기엄마,others,hate,너는 비참하다 아기 엄마
김해숙 허스토리 촬영 후 우울증 얻었다.,믿보...김혜숙... 우ㄱㄱㅣㄱㄱㅣ섬 ㄴㅏㄹㅏ 지구상서 ㅇㅏㅇㅖ없어졌으면...역ㄱㅕ운 ㅇㅏㅂㅔ... 오늘 축구도 ㄱㅐ망하고 어른 짐 ㅅㅅㅏ 돌대가리들 ㅇㅏ ㅈㅐ섭ㅇㅓ,others,hate,"수탁자... 김혜숙.. 세상이 사라졌다면 오늘의 축구는 똥으로 가득 차 있고, 어른 짐 홍홍 황대공 동동동대가리도 있다."
슈돌 엄마 소율 등장 잼잼이 발달 상태는,하차 좀 기사도 안나게 좀 너가 가족에게 관심 가지지 말라며 기자랑 방송은 뭐냐,none,none,가족에 관심이 없어서는 안 된다는 기자와 방송이 무엇인지 버스에서 내릴 수 없다.
팬심 마저 등 돌린 이태임의 자충수,예원이가 불쌍한거였어,none,none,예원은 가난했다.
억울했다 나영석 정유미 허위 불륜설 유포자 벌금형 경각심 깨울까,ㅋㅋㅋㅋ재미로 사람인생을 조지려 햇다는거내.... ㅋㅋㅋ법이 이따구로 벌금 맥이고 끝내니깐 재미로 저러지....남의 인생 조지려 햇던 저분들 인생 조져 주새요....,others,hate,너는 사람들의 삶을 즐겁고 즐겁게 도와주려고 노력해왔다 그 법은 나중에 벌금이 부과되므로 재미있다 조지였던 그 사람들의 삶을 나에게 주세요
히든싱어5 원조가수 홍진영 걸그룹 출신 지나유 꺾고 최종우승,조금 헷갈리긴 하지만 자세히 들어보면 다 맞출 수 있던데..ㅎㅎ,none,none,조금 혼란스럽지만 세부적으로 들으면 모두 함께 할 수 있다.
프듀X101 김요한 김우석 제치고 1위 이세진 극적 생존,김민규 송형준 이런애들은 실력에비해진짜 아닌듯폭망,none,none,"김민규, 송형준, 이 아이들은 실력에 비해 현실적이지 않다."
K팝스타 예림 20 감량 후 열두달 데뷔 양현석 대표님 데뷔했어요,돼지들은 또 부들부들 하겠고만ㅋㅋㅋㅋ,gender,hate,돼지들은 다시 부드럽고 부드러워질 것이다
세얼간이 해체위기 나혼자 이시언VS기안84 갈등 폭발,난 기안 좋은데,none,none,몸이 안 좋아.
새로운 시작 2018 남북정상회담 연예계 들도 응원 감격,ㅋㅋㅋ연예인들 이미지 관리 시작했네 ㅋㅋㅋ,others,hate,너는 연예인들의 이미지를 관리하기 시작했다
전현무와 함께 한혜진 심야 수영장 데이트 아찔,기사거릿 드럽게 없나보네,none,hate,좋은 이야기가 아닌 것 같다.
유재석 나경은 둘째 출산후 근황 MBC 퇴사 아나운서 모임,예능에서 자주 나오는 웃길려고하는거지만 상당히 정확한 전기오는 거짓말탐지기 유재석이 한거보면 집에서 확실히 힘들긴한거같더라 ㅋㅋ 느낌상 유재석이 정확한데 나경은은 더 정확하니 평소에 집에서 답답한일 많을거같다 ㅋㅋ,gender,hate,"예능에서 나오는 것을 즐겁게 하려고 노력하고 있지만, 거짓말 탐지기인 유재석이 상당히 정확한 전기음을 가지고 있었을 때 집에서는 확실히 힘들다고 생각한다. 유재석이 정확한 것 같지만 나경은이 더 정확하기 때문에 평소 집에서 답답하다고 생각한다."
연중 이혜성이 밝힌 전현무의 모든 것 공개열애 반전매력,"여자가봐도 왜케 사랑스럽고 귀엽고 예쁘냐~ 현무, 한 눈에 뿅! 갈만",none,none,"여자에게 가도 왜 그렇게 귀엽고 예쁘니? 현무, 한 눈 봐!"
이혜성아나운서 골반 화제된 이유 운동하는 모습 보니,여성 외모 가지고 이러쿵저러쿵 평가질 하지 말라던 분들이 아주 신나셨네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ돌려까고 대놓고 까고 난리났네ㅋㅋ 진짜 수준 떨어져서ㅋ,none,hate,"여성의 외모를 평가받지 않겠다고 한 이들은 매우 흥분했다. 나는 그것을 되찾으려고 해서 너무 피곤하고, 정말로 손을 떼고 있다"
정글의법칙 나라 돈스파이크 김인권 줄줄이 이탈 어떡하나,정글가이드 병만이만 존나 애쓴다 고생이 많다 돈주고 관광 시켜주고 현지 식사제공까지,none,hate,"정글 가이드 병만이 존을 위해 많은 노력을 기울여 돈과 관광을 주고, 지역 식사까지 제공한다."
태양 다시 만나요 청성부대 앞 배웅 팬들 운집,결혼한 유부남 쫓아다니는 빠순이들 진심 노답이다. ㅋㅋㅋ 역시 빠순이 화력,gender,hate,결혼한 유부남을 쫓고 있는 파순이 진정한 답변이다. 파수니의 화력도
나의아저씨 부터 신과함께2 까지 오달수 깨끗이 지웠다.,달수정도면 여자들이 그냥넘어오는데,gender,hate,여자들은 그냥 달을 위해 온다
슈가맨3 김사랑 천재이자 노력형 가수 범불안장애 고백,짜증 여자배우 김사랑인줄 알았자나,none,hate,그녀가 짜증나는 배우 김사랑이라고 생각했잖아
문재인씨 이용진 호칭 논란 후폭풍중 게릴라데이트 영상삭제 소속사는 묵묵부답,그럼 문재인님이라고 해야하나?,none,hate,그럼 문재인이라고 해야 하나요?
정우성 SKY 캐슬 염정아 꽃 비유 사과 스스로 성찰하겠다.,여자한테 꽃 같다고 하는게 얼마나 많은 문제를 초래하는지 모르는 사람들이 ㄷㄷ 이게 사과할 거린가 이러고 있으니 한숨 밖에 안 나온다 진짜,gender,hate,여성을 꽃이라고 부르는 것이 얼마나 많은 문제인지 모르는 사람들이 이를 사과하고 있기 때문에 그저 한숨을 쉬는 것일 뿐이다. 진짜 사람
집사부일체 김민지 박지성 무릎꿇고 프러포즈 비현실적인 느낌,아무리 돈 많이도 못생기면 비우ㅣ상해서 ㅠㅠㅠ,others,hate,아무리 돈이 부실하더라도 빈털터리가 되어 있다
첫방 초콜릿 윤계상 하지원 병원서 재회 이별 운명적 이야기 시작,하지원 넘아쉽다 ~ 초콜릿보다 하지원은 이번에 북한 설정드라마 현빈하고 출연햇으면 대박터졋을텐데 너무아쉽다 물론 지금 여주도 괜찮아보이지만 배역자체가 하지원이가 딱맡는 드라마 임 초콜릿은 ....잔잔한 감동 ....,none,none,하지원은 초콜릿보다 더 유감이지만 이번에는 가난하고 북한 세트업 드라마에 출연한다면 너무 안타깝다. 당연히 지금은 여주가 괜찮아 보이지만 역 자체가 하지원의 드라마다. 초콜릿은... 부드러운 감정이다.
고 차인하 꽃길 앞두고 갑작스러운 죽음 베르테르 효과 우려까지,응 누군지 모름,none,hate,그가 누구인지 모르겠다.
장동건 고소영 딸 설이가 찍어준 snow 보정이 필요 없네,스노우 자체가 보정인데 뭔얘기야. 물론 고소영은 이쁨 ^^^^^^,none,none,눈 자체가 교정이다 무슨 일이야? 당연히 고소영은 예쁘다^^
토니안 H O T 재결합 무대 소감 정말 행복한 시간,"리즈시절때 인기는 문희준,강타,장우혁,토니,이재원 순이었지 문희준은 지디급이었고 강타부인은 전국에 수만명 있었고 장우혁은 남자팬 엄청많았고 그랬지 토니는 이재원 급 쩌리였지",none,hate,"문희준, 강타, 장우혁, 토니, 이재원 등이 인기였다. 문희준은 급여였고, 강타는 전국적으로 수만 명이었고, 장우혁은 거대한 남자 팬이었다. 토니는 이재원의 동창이었다."
안선영 다이어트 후 물오른 미모 과시 살아있는 턱선,나이먹고 어리고 잘나가는 남자랑 결혼하니까 질투하는 아줌마들 많네 ㅋㅋㅋ,gender,hate,너는 젊고 잘 알려진 남자와 결혼하는 것을 질투한다
아이돌 자리인데 라스 신 MC 차태현이 일으킬 변화,그래 연기 못하는데 예능이라도 해서 생명유지 해야지,none,hate,"그래, 놀 수 없지만 예능을 위해 살아남아야 한다"
장미인애 스폰서 제의 이어 영상통화 논란 까지 폭로 분노중,아니 저런 게시글을 올린 의도가 뻔히 보이니깐 그러는거지...,none,none,"아니, 그런 게시물을 올리고 있는 것은 분명하다"
